id,label
0,2
1,0
2,5
3,0
4,0
5,5
6,0
7,5
8,0
9,5
10,0
11,5
12,0
13,0
14,5
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,5
26,5
27,0
28,5
29,5
30,0
31,0
32,0
33,0
34,2
35,0
36,0
37,5
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,5
50,0
51,5
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,5
76,0
77,5
78,5
79,2
80,0
81,0
82,0
83,0
84,0
85,4
86,0
87,4
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,5
97,0
98,0
99,0
100,5
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,5
112,5
113,0
114,0
115,0
116,0
117,0
118,0
119,5
120,5
121,0
122,4
123,0
124,0
125,0
126,4
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,3
135,0
136,0
137,0
138,0
139,0
140,0
141,5
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,5
155,0
156,0
157,0
158,0
159,0
160,0
161,5
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,2
175,0
176,0
177,3
178,0
179,0
180,0
181,0
182,0
183,2
184,0
185,5
186,0
187,0
188,0
189,5
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,2
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,4
219,5
220,0
221,0
222,0
223,5
224,2
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,5
236,5
237,0
238,4
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,2
255,0
256,5
257,0
258,0
259,0
260,0
261,0
262,2
263,0
264,0
265,4
266,0
267,0
268,0
269,0
270,0
271,0
272,0
273,0
274,2
275,0
276,0
277,5
278,0
279,0
280,0
281,0
282,5
283,0
284,5
285,0
286,0
287,0
288,0
289,0
290,0
291,0
292,0
293,5
294,0
295,0
296,0
297,0
298,5
299,4
300,0
301,0
302,0
303,0
304,0
305,5
306,0
307,0
308,0
309,0
310,2
311,5
312,0
313,0
314,0
315,0
316,0
317,4
318,0
319,0
320,0
321,4
322,5
323,0
324,0
325,0
326,5
327,0
328,0
329,0
330,0
331,0
332,0
333,0
334,5
335,0
336,4
337,0
338,0
339,0
340,0
341,0
342,5
343,0
344,0
345,0
346,0
347,0
348,5
349,2
350,0
351,0
352,5
353,0
354,5
355,0
356,5
357,0
358,5
359,0
360,0
361,5
362,0
363,0
364,0
365,0
366,0
367,0
368,0
369,0
370,0
371,0
372,0
373,0
374,0
375,0
376,0
377,5
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,4
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0
396,0
397,5
398,0
399,0
400,2
401,0
402,0
403,0
404,0
405,0
406,5
407,0
408,0
409,0
410,0
411,0
412,5
413,0
414,0
415,5
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,5
426,0
427,0
428,2
429,0
430,0
431,0
432,0
433,0
434,5
435,4
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,5
448,0
449,0
450,0
451,5
452,0
453,0
454,0
455,3
456,5
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,4
465,2
466,0
467,0
468,4
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,5
481,0
482,4
483,0
484,0
485,5
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,5
498,5
499,0
500,1
501,1
502,3
503,5
504,1
505,1
506,1
507,1
508,1
509,1
510,4
511,1
512,5
513,1
514,1
515,3
516,1
517,1
518,1
519,5
520,1
521,1
522,3
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,5
531,1
532,1
533,2
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,5
546,1
547,5
548,5
549,1
550,5
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,2
569,1
570,1
571,5
572,5
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,5
581,2
582,1
583,1
584,4
585,1
586,1
587,1
588,5
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,1
597,1
598,4
599,4
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,4
610,4
611,5
612,1
613,1
614,1
615,1
616,4
617,1
618,1
619,4
620,1
621,1
622,1
623,1
624,2
625,1
626,5
627,1
628,1
629,1
630,1
631,1
632,1
633,4
634,1
635,1
636,1
637,1
638,1
639,1
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,5
651,1
652,1
653,1
654,1
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,2
670,2
671,2
672,2
673,2
674,2
675,2
676,2
677,2
678,2
679,2
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,5
689,5
690,4
691,4
692,4
693,4
694,4
695,4
696,4
697,4
698,4
699,4
700,4
701,4
702,4
703,4
704,4
705,4
706,4
707,4
708,4
709,4
710,4
711,4
712,4
713,4
714,4
715,4
716,4
717,4
718,4
719,4
720,4
721,4
722,4
723,4
724,4
725,4
726,4
727,4
728,4
729,4
730,5
731,5
732,5
733,5
734,5
735,5
736,5
737,5
738,5
739,5
740,5
741,5
742,5
743,5
744,5
745,5
746,5
747,5
748,5
749,5
750,5
751,5
752,5
753,5
754,5
755,5
756,5
757,5
758,5
759,5
760,5
761,5
762,5
763,5
764,5
765,5
766,5
767,5
768,5
769,5
770,5
771,5
772,5
773,5
774,5
775,5
776,5
777,5
778,5
779,5
780,5
781,5
782,5
783,5
784,5
785,5
786,5
787,5
788,5
789,5
790,5
791,5
792,5
793,5
794,5
795,5
796,5
797,5
798,5
799,5
800,5
801,5
802,5
803,5
804,5
805,5
806,5
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
