id,label
0,technology
1,science
2,sports
3,science
4,sports
5,entertainment
6,science
7,technology
8,entertainment
9,business
10,science
11,business
12,sports
13,business
14,business
15,sports
16,technology
17,business
18,technology
19,sports
20,science
21,entertainment
22,sports
23,science
24,technology
25,entertainment
26,sports
27,science
28,science
29,sports
30,science
31,sports
32,sports
33,entertainment
34,science
35,sports
36,business
37,sports
38,science
39,sports
40,technology
41,science
42,science
43,technology
44,technology
45,business
46,technology
47,science
48,business
49,entertainment
50,sports
51,sports
52,business
53,business
54,technology
55,entertainment
56,business
57,sports
58,science
59,sports
60,entertainment
61,business
62,sports
63,science
64,sports
65,business
66,entertainment
67,business
68,business
69,business
70,business
71,science
72,business
73,business
74,science
75,science
76,sports
77,technology
78,entertainment
79,business
80,science
81,technology
82,entertainment
83,entertainment
84,entertainment
85,entertainment
86,business
87,entertainment
88,science
89,science
90,sports
91,sports
92,sports
93,entertainment
94,sports
95,science
96,science
97,science
98,science
99,science
100,entertainment
101,science
102,science
103,technology
104,business
105,science
106,science
107,business
108,technology
109,business
110,science
111,business
112,technology
113,sports
114,science
115,sports
116,business
117,technology
118,technology
119,sports
120,sports
121,technology
122,technology
123,sports
124,entertainment
125,sports
126,technology
127,science
128,science
129,entertainment
130,technology
131,technology
132,sports
133,entertainment
134,science
135,sports
136,business
137,sports
138,technology
139,technology
140,science
141,entertainment
142,sports
143,science
144,sports
145,business
146,science
147,business
148,sports
149,business
150,science
151,entertainment
152,sports
153,science
154,entertainment
155,sports
156,technology
157,entertainment
158,science
159,sports
160,science
161,entertainment
162,entertainment
163,business
164,science
165,science
166,science
167,science
168,entertainment
169,technology
170,business
171,technology
172,science
173,sports
174,entertainment
175,entertainment
176,technology
177,entertainment
178,entertainment
179,technology
180,sports
181,science
182,science
183,business
184,technology
185,science
186,entertainment
187,technology
188,technology
189,technology
190,entertainment
191,sports
192,sports
193,technology
194,business
195,entertainment
196,sports
197,entertainment
198,science
199,entertainment
200,business
201,business
202,science
203,science
204,entertainment
205,science
206,science
207,entertainment
208,sports
209,science
210,science
211,business
212,entertainment
213,entertainment
214,technology
215,science
216,entertainment
217,entertainment
218,technology
219,business
220,entertainment
221,technology
222,technology
223,science
224,sports
225,sports
226,entertainment
227,entertainment
228,business
229,entertainment
230,science
231,technology
232,science
233,sports
234,business
235,sports
236,entertainment
237,business
238,science
239,sports
240,sports
241,science
242,technology
243,technology
244,business
245,science
246,entertainment
247,entertainment
248,entertainment
249,technology
250,entertainment
251,science
252,science
253,sports
254,business
255,science
256,sports
257,entertainment
258,sports
259,technology
260,business
261,sports
262,entertainment
263,sports
264,technology
265,sports
266,sports
267,business
268,sports
269,entertainment
270,entertainment
271,sports
272,entertainment
273,science
274,entertainment
275,technology
276,technology
277,entertainment
278,science
279,technology
280,technology
281,entertainment
282,technology
283,business
284,science
285,science
286,business
287,technology
288,business
289,science
290,sports
291,entertainment
292,business
293,entertainment
294,entertainment
295,business
296,business
297,science
298,sports
299,technology
300,business
301,entertainment
302,sports
303,entertainment
304,entertainment
305,entertainment
306,science
307,sports
308,technology
309,entertainment
310,technology
311,business
312,entertainment
313,technology
314,science
315,sports
316,business
317,business
318,entertainment
319,business
320,science
321,entertainment
322,sports
323,business
324,science
325,science
326,business
327,business
328,technology
329,science
330,sports
331,entertainment
332,business
333,business
334,sports
335,business
336,sports
337,science
338,business
339,technology
340,science
341,entertainment
342,business
343,sports
344,science
345,sports
346,sports
347,entertainment
348,sports
349,sports
350,science
351,sports
352,technology
353,technology
354,entertainment
355,science
356,entertainment
357,business
358,entertainment
359,technology
360,sports
361,technology
362,technology
363,entertainment
364,sports
365,sports
366,entertainment
367,business
368,science
369,sports
370,sports
371,science
372,science
373,entertainment
374,sports
375,entertainment
376,science
377,sports
378,technology
379,technology
380,technology
381,business
382,sports
383,business
384,business
385,science
386,science
387,sports
388,sports
389,entertainment
390,entertainment
391,sports
392,technology
393,entertainment
394,business
395,business
396,sports
397,business
398,technology
399,entertainment
400,entertainment
401,business
402,entertainment
403,sports
404,technology
405,entertainment
406,sports
407,science
408,science
409,sports
410,science
411,science
412,business
413,science
414,business
415,business
416,sports
417,science
418,business
419,science
420,sports
421,business
422,sports
423,science
424,business
425,sports
426,sports
427,sports
428,technology
429,sports
430,science
431,entertainment
432,business
433,sports
434,entertainment
435,sports
436,entertainment
437,entertainment
438,sports
439,technology
440,technology
441,business
442,technology
443,science
444,sports
445,science
446,technology
447,science
448,business
449,science
450,technology
451,business
452,business
453,science
454,sports
455,science
456,technology
457,sports
458,sports
459,technology
460,technology
461,technology
462,science
463,science
464,science
465,business
466,business
467,science
468,science
469,sports
470,entertainment
471,science
472,science
473,technology
474,sports
475,business
476,technology
477,business
478,science
479,technology
480,business
481,science
482,technology
483,entertainment
484,technology
485,science
486,science
487,sports
488,business
489,science
490,business
491,entertainment
492,science
493,business
494,sports
495,science
496,entertainment
497,technology
498,business
499,science
