id,label
0,approval
1,approval
2,approval
3,approval
4,approval
5,approval
6,approval
7,approval
8,approval
9,approval
10,approval
11,approval
12,approval
13,approval
14,disappointment
15,approval
16,approval
17,approval
18,approval
19,approval
20,approval
21,approval
22,approval
23,approval
24,approval
25,approval
26,approval
27,approval
28,approval
29,approval
30,approval
31,approval
32,approval
33,approval
34,approval
35,approval
36,admiration
37,admiration
38,admiration
39,admiration
40,admiration
41,admiration
42,admiration
43,admiration
44,admiration
45,admiration
46,admiration
47,admiration
48,admiration
49,admiration
50,admiration
51,admiration
52,admiration
53,admiration
54,admiration
55,admiration
56,admiration
57,admiration
58,admiration
59,admiration
60,admiration
61,admiration
62,admiration
63,admiration
64,admiration
65,admiration
66,admiration
67,admiration
68,admiration
69,admiration
70,admiration
71,admiration
72,gratitude
73,gratitude
74,gratitude
75,gratitude
76,gratitude
77,gratitude
78,gratitude
79,gratitude
80,gratitude
81,gratitude
82,gratitude
83,gratitude
84,gratitude
85,gratitude
86,gratitude
87,gratitude
88,gratitude
89,gratitude
90,gratitude
91,gratitude
92,gratitude
93,gratitude
94,gratitude
95,gratitude
96,gratitude
97,gratitude
98,gratitude
99,gratitude
100,gratitude
101,gratitude
102,gratitude
103,gratitude
104,gratitude
105,gratitude
106,gratitude
107,gratitude
108,amusement
109,amusement
110,amusement
111,amusement
112,amusement
113,amusement
114,amusement
115,amusement
116,amusement
117,amusement
118,amusement
119,amusement
120,amusement
121,amusement
122,amusement
123,amusement
124,amusement
125,amusement
126,amusement
127,amusement
128,amusement
129,amusement
130,amusement
131,amusement
132,amusement
133,amusement
134,amusement
135,amusement
136,amusement
137,amusement
138,amusement
139,amusement
140,amusement
141,amusement
142,amusement
143,excitement
144,joy
145,joy
146,joy
147,joy
148,joy
149,joy
150,joy
151,joy
152,joy
153,joy
154,joy
155,joy
156,joy
157,joy
158,joy
159,joy
160,joy
161,joy
162,joy
163,joy
164,joy
165,joy
166,joy
167,joy
168,joy
169,joy
170,joy
171,joy
172,joy
173,joy
174,joy
175,joy
176,joy
177,joy
178,joy
179,joy
180,love
181,love
182,love
183,love
184,love
185,love
186,love
187,love
188,love
189,love
190,love
191,love
192,love
193,love
194,love
195,love
196,love
197,love
198,love
199,love
200,love
201,love
202,love
203,love
204,love
205,love
206,love
207,love
208,love
209,love
210,love
211,love
212,love
213,love
214,love
215,love
216,excitement
217,excitement
218,excitement
219,excitement
220,excitement
221,excitement
222,excitement
223,excitement
224,excitement
225,excitement
226,excitement
227,excitement
228,excitement
229,excitement
230,excitement
231,excitement
232,excitement
233,excitement
234,excitement
235,excitement
236,excitement
237,excitement
238,excitement
239,excitement
240,excitement
241,excitement
242,excitement
243,excitement
244,excitement
245,excitement
246,excitement
247,excitement
248,excitement
249,excitement
250,excitement
251,excitement
252,pride
253,pride
254,pride
255,pride
256,pride
257,pride
258,pride
259,pride
260,pride
261,pride
262,pride
263,pride
264,pride
265,pride
